date_iso,Entry Type,Code,Reference,hf_laborers,hf_cost_per_laborer,outside_laborers,outside_cost_per_laborer,total_expenditure,Notes,Recorded By
2025-11-27,Labor,140,Arabica Harvesting,9.0,475.0,23.0,450.0,14625.0,Picking ,system
2025-11-27,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,2375.0,From pgiri 5 nos,system
2025-11-26,Labor,141,Arabica Processing & Drying,1.0,475.0,0.0,0.0,475.0,Yard,system
2025-11-26,Labor,150,Drip line Maintenance,3.0,475.0,0.0,0.0,1425.0,Drip ,system
2025-11-26,Labor,140,Arabica Harvesting,8.0,475.0,23.0,450.0,14150.0,Picking ,system
2025-11-26,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,1900.0,From pgiri 4nos ,system
2025-11-25,Labor,141,Arabica Processing & Drying,1.0,475.0,0.0,0.0,475.0,Drying yard,system
2025-11-25,Labor,150,Drip line Maintenance,2.0,475.0,1.0,450.0,1400.0,Drip,system
2025-11-25,Labor,140,Arabica Harvesting,7.0,475.0,22.0,450.0,13225.0,Picking ,system
2025-11-25,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,2850.0,From pgiri 6nos,system
2025-11-24,Labor,150,Drip line Maintenance,2.0,475.0,1.0,450.0,1400.0,Drip,system
2025-11-24,Labor,140,Arabica Harvesting,9.0,475.0,22.0,450.0,14175.0,Picking ,system
2025-11-24,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,1900.0,Picking frm pgiri 4nos,system
2025-11-22,Labor,150,Drip line Maintenance,2.0,475.0,3.0,450.0,2300.0,Drip ,system
2025-11-22,Labor,140,Arabica Harvesting,8.0,475.0,16.0,450.0,11000.0,Picking ,system
2025-11-22,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,2375.0,From pgiri 5nos,system
2025-11-21,Labor,150,Drip line Maintenance,1.0,475.0,2.0,450.0,1375.0,Drip ,system
2025-11-21,Labor,139,"Arabica Supplies, Upkeep",4.0,475.0,0.0,0.0,1900.0,Watering ,system
2025-11-21,Labor,139,"Arabica Supplies, Upkeep",5.0,450.0,0.0,0.0,2250.0,Watering ,system
2025-11-21,Labor,245,Organic Compost Manure,7.0,475.0,15.0,450.0,10075.0,Compost ,system
2025-11-21,Other Expense,141,Arabica Processing & Drying,0.0,0.0,0.0,0.0,1780.0,Hsd Pulpar ,system
2025-11-21,Other Expense,245,Organic Compost Manure,0.0,0.0,0.0,0.0,1900.0,From pgiri 4nos ,system
2025-11-21,Other Expense,150,Drip line Maintenance,0.0,0.0,0.0,0.0,475.0,From pgiri 1nos,system
2025-11-21,Other Expense,150,Drip line Maintenance,0.0,0.0,0.0,0.0,3560.0,Hsd drip,system
2025-11-21,Other Expense,112,Vehicle Running & Maint,0.0,0.0,0.0,0.0,890.0,Hsd tiller,system
2025-11-21,Other Expense,139,"Arabica Supplies, Upkeep",0.0,0.0,0.0,0.0,3120.0,Petrol for watering ,system
2025-11-21,Other Expense,139,"Arabica Supplies, Upkeep",0.0,0.0,0.0,0.0,4750.0,19hall ,system
2025-11-21,Other Expense,150,Drip line Maintenance,0.0,0.0,0.0,0.0,2835.0,Current bill ,system
2025-11-21,Other Expense,141,Arabica Processing & Drying,0.0,0.0,0.0,0.0,3569.0,Current bill ,system
2025-11-21,Other Expense,101,Salaries And Allowances,0.0,0.0,0.0,0.0,3844.0,Current bill ,system
2025-11-21,Other Expense,113,Electricity,0.0,0.0,0.0,0.0,8424.0,Current bill ,system
2025-11-21,Other Expense,101,Salaries And Allowances,0.0,0.0,0.0,0.0,40000.0,Wages,system
2025-11-21,Other Expense,233,Capital Account,0.0,0.0,0.0,0.0,140000.0,Building works,system
2025-11-20,Labor,150,Drip line Maintenance,2.0,475.0,1.0,450.0,1400.0,Drip ,system
2025-11-20,Labor,139,"Arabica Supplies, Upkeep",4.0,475.0,0.0,0.0,1900.0,Plants upkeep ,system
2025-11-20,Labor,139,"Arabica Supplies, Upkeep",5.0,450.0,0.0,0.0,2250.0,Watering ,system
2025-11-20,Labor,245,Organic Compost Manure,7.0,475.0,17.0,450.0,10975.0,Compost ,system
2025-11-20,Other Expense,150,Drip line Maintenance,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos ,system
2025-11-20,Other Expense,245,Organic Compost Manure,0.0,0.0,0.0,0.0,1900.0,From pgiri 4nos ,system
2025-11-19,Labor,245,Organic Compost Manure,6.0,450.0,0.0,0.0,2700.0,Compost filling,system
2025-11-19,Labor,150,Drip line Maintenance,3.0,475.0,2.0,450.0,2325.0,Drip ,system
2025-11-19,Labor,139,"Arabica Supplies, Upkeep",5.0,450.0,0.0,0.0,2250.0,Watering ,system
2025-11-19,Labor,139,"Arabica Supplies, Upkeep",4.0,475.0,0.0,0.0,1900.0,Plants upkeep ,system
2025-11-19,Labor,140,Arabica Harvesting,6.0,475.0,10.0,450.0,7350.0,Picking ,system
2025-11-19,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,2850.0,From pgiri 6nos ,system
2025-11-18,Labor,150,Drip line Maintenance,3.0,475.0,2.0,450.0,2325.0,Drip ,system
2025-11-18,Labor,139,"Arabica Supplies, Upkeep",3.0,475.0,0.0,0.0,1425.0,Plants upkeep ,system
2025-11-18,Labor,140,Arabica Harvesting,6.0,475.0,20.0,450.0,11850.0,Picking ,system
2025-11-18,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,2375.0,From pgiri 5nos ,system
2025-11-17,Labor,150,Drip line Maintenance,1.0,475.0,4.0,450.0,2275.0,Drip,system
2025-11-17,Labor,139,"Arabica Supplies, Upkeep",4.0,475.0,0.0,0.0,1900.0,Plants upkeep ,system
2025-11-17,Labor,139,"Arabica Supplies, Upkeep",5.0,450.0,0.0,0.0,2250.0,Watering,system
2025-11-17,Labor,140,Arabica Harvesting,5.0,475.0,14.0,450.0,8675.0,Picking ,system
2025-11-17,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,1900.0,From pgiri 4nos ,system
2025-11-15,Labor,150,Drip line Maintenance,2.0,475.0,4.0,450.0,2750.0,Drip,system
2025-11-15,Labor,139,"Arabica Supplies, Upkeep",4.0,475.0,0.0,0.0,1900.0,Plants upkeep ,system
2025-11-15,Labor,139,"Arabica Supplies, Upkeep",5.0,450.0,0.0,0.0,2250.0,Watering ,system
2025-11-15,Labor,140,Arabica Harvesting,5.0,475.0,13.0,450.0,8225.0,Picking,system
2025-11-15,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,2850.0,From pgiri 6nos ,system
2025-11-14,Labor,150,Drip line Maintenance,3.0,475.0,3.0,450.0,2775.0,Drip ,system
2025-11-14,Labor,139,"Arabica Supplies, Upkeep",4.0,475.0,0.0,0.0,1900.0,Plants upkeep ,system
2025-11-14,Labor,159,"Supplies Planting, Upkeep",5.0,450.0,0.0,0.0,2250.0,Watering ,system
2025-11-14,Labor,140,Arabica Harvesting,6.0,475.0,15.0,450.0,9600.0,Picking ,system
2025-11-14,Other Expense,150,Drip line Maintenance,0.0,0.0,0.0,0.0,3560.0,Hsd 40lts,system
2025-11-14,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,2375.0,From pgiri 5nos ,system
2025-11-14,Other Expense,141,Arabica Processing & Drying,0.0,0.0,0.0,0.0,3560.0,Pulpar hsd 40lts,system
2025-11-14,Other Expense,112,Vehicle Running & Maint,0.0,0.0,0.0,0.0,2670.0,Hsd tractor 20 tiller 10,system
2025-11-14,Other Expense,159,"Supplies Planting, Upkeep",0.0,0.0,0.0,0.0,10650.0,Watering 19:19:19 tricil petrol ,system
2025-11-13,Labor,150,Drip line Maintenance,3.0,475.0,1.0,450.0,1875.0,Drip ,system
2025-11-13,Labor,139,"Arabica Supplies, Upkeep",4.0,475.0,0.0,0.0,1900.0,Upkeep,system
2025-11-13,Labor,140,Arabica Harvesting,5.0,475.0,17.0,450.0,10025.0,Picking ,system
2025-11-13,Labor,159,"Supplies Planting, Upkeep",5.0,450.0,0.0,0.0,2250.0,Watering ,system
2025-11-13,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,2850.0,From pgiri 6 nos,system
2025-11-13,Other Expense,115,Machinary Maintenance,0.0,0.0,0.0,0.0,2202.0,Redbee,system
2025-11-12,Labor,139,"Arabica Supplies, Upkeep",4.0,475.0,0.0,0.0,1900.0,Plants upkeek,system
2025-11-12,Labor,150,Drip line Maintenance,2.0,475.0,1.0,450.0,1400.0,Drip,system
2025-11-12,Labor,159,"Supplies Planting, Upkeep",5.0,450.0,0.0,0.0,2250.0,Watering,system
2025-11-12,Labor,245,Organic Compost Manure,7.0,475.0,17.0,450.0,10975.0,Compost,system
2025-11-11,Labor,152,"Robusta Pruning, Handling",10.0,450.0,0.0,0.0,4500.0,Handling ,system
2025-11-11,Labor,150,Drip line Maintenance,3.0,475.0,0.0,0.0,1425.0,Drip,system
2025-11-11,Labor,159,"Supplies Planting, Upkeep",5.0,450.0,0.0,0.0,2250.0,Watering,system
2025-11-11,Labor,140,Arabica Harvesting,9.0,475.0,8.0,450.0,7875.0,Picking ,system
2025-11-11,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,14583.0,Glycil fix urea  petrol,system
2025-11-10,Labor,117,"Maint Build, Roads, Yard",3.0,475.0,0.0,0.0,1425.0,Drying yard,system
2025-11-10,Labor,152,"Robusta Pruning, Handling",2.0,450.0,0.0,0.0,900.0,Handling ,system
2025-11-10,Labor,150,Drip line Maintenance,1.0,475.0,1.0,450.0,925.0,Drip ,system
2025-11-10,Labor,151,Robusta Weeding,12.0,450.0,0.0,0.0,5400.0,Glycil ,system
2025-11-10,Labor,140,Arabica Harvesting,7.0,475.0,8.0,450.0,6925.0,Picking ,system
2025-11-08,Labor,152,"Robusta Pruning, Handling",2.0,450.0,0.0,0.0,900.0,Handling ,system
2025-11-08,Labor,150,Drip line Maintenance,3.0,475.0,1.0,450.0,1875.0,Drip,system
2025-11-08,Labor,117,"Maint Build, Roads, Yard",3.0,475.0,0.0,0.0,1425.0,Drying yard,system
2025-11-08,Labor,151,Robusta Weeding,12.0,450.0,0.0,0.0,5400.0,Glycil ,system
2025-11-08,Labor,140,Arabica Harvesting,6.0,475.0,8.0,450.0,6450.0,Picking ,system
2025-11-08,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,1425.0,From pgiri 3nos ,system
2025-11-07,Labor,117,"Maint Build, Roads, Yard",3.0,475.0,0.0,0.0,1425.0,Drying yard,system
2025-11-07,Labor,152,"Robusta Pruning, Handling",2.0,450.0,0.0,0.0,900.0,Handling ,system
2025-11-07,Labor,150,Drip line Maintenance,3.0,475.0,1.0,450.0,1875.0,Drip,system
2025-11-07,Labor,151,Robusta Weeding,12.0,450.0,0.0,0.0,5400.0,Glycil ,system
2025-11-07,Labor,140,Arabica Harvesting,7.0,475.0,8.0,450.0,6925.0,Picking ,system
2025-11-07,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,570.0,Urea weeding spray,system
2025-11-07,Other Expense,155,"Robusta, Cost Lime, Manure",0.0,0.0,0.0,0.0,5140.0,Urea  mop mgso4,system
2025-11-07,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,3325.0,Fix,system
2025-11-07,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,36338.0,Glycil ,system
2025-11-07,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,3640.0,Petrol,system
2025-11-06,Labor,117,"Maint Build, Roads, Yard",3.0,475.0,0.0,0.0,1425.0,Drying yard,system
2025-11-06,Labor,152,"Robusta Pruning, Handling",3.0,450.0,0.0,0.0,1350.0,Handling ,system
2025-11-06,Labor,150,Drip line Maintenance,3.0,475.0,1.0,450.0,1875.0,Drip ,system
2025-11-06,Labor,151,Robusta Weeding,10.0,450.0,0.0,0.0,4500.0,Glycil ,system
2025-11-06,Labor,140,Arabica Harvesting,7.0,475.0,7.0,450.0,6475.0,Picking ,system
2025-11-06,Other Expense,112,Vehicle Running & Maint,0.0,0.0,0.0,0.0,890.0,Tiller,system
2025-11-06,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos ,system
2025-11-06,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,1900.0,From pgiri 4nos ,system
2025-11-05,Labor,150,Drip line Maintenance,2.0,475.0,1.0,450.0,1400.0,Drip,system
2025-11-05,Labor,117,"Maint Build, Roads, Yard",2.0,475.0,0.0,0.0,950.0,Drying yard,system
2025-11-05,Labor,152,"Robusta Pruning, Handling",4.0,450.0,0.0,0.0,1800.0,Handling ,system
2025-11-05,Labor,151,Robusta Weeding,10.0,450.0,0.0,0.0,4500.0,Glycil ,system
2025-11-05,Labor,140,Arabica Harvesting,7.0,475.0,8.0,450.0,6925.0,Picking ,system
2025-11-05,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos ,system
2025-11-05,Other Expense,112,Vehicle Running & Maint,0.0,0.0,0.0,0.0,1780.0,Tractor,system
2025-11-05,Other Expense,150,Drip line Maintenance,0.0,0.0,0.0,0.0,1780.0,Drip ,system
2025-11-05,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos ,system
2025-11-04,Labor,117,"Maint Build, Roads, Yard",2.0,475.0,0.0,0.0,950.0,Drying yard cleaning ,system
2025-11-04,Labor,152,"Robusta Pruning, Handling",1.0,475.0,4.0,450.0,2275.0,Handling ,system
2025-11-04,Labor,151,Robusta Weeding,1.0,475.0,11.0,450.0,5425.0,Glycil,system
2025-11-04,Labor,140,Arabica Harvesting,8.0,475.0,8.0,450.0,7400.0,Picking ,system
2025-11-04,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,1425.0,From pgiri 3nos,system
2025-11-04,Other Expense,141,Arabica Processing & Drying,0.0,0.0,0.0,0.0,1780.0,Pulpar,system
2025-11-03,Labor,152,"Robusta Pruning, Handling",4.0,450.0,0.0,0.0,1800.0,Handling ,system
2025-11-03,Labor,140,Arabica Harvesting,8.0,475.0,7.0,450.0,6950.0,Picking ,system
2025-11-03,Labor,151,Robusta Weeding,2.0,475.0,10.0,450.0,5450.0,Robusta glycil ,system
2025-11-01,Labor,181,"Pepper Planting, Upkeep",4.0,450.0,0.0,0.0,1800.0,Rounding ,system
2025-11-01,Labor,152,"Robusta Pruning, Handling",1.0,475.0,5.0,450.0,2725.0,Handling,system
2025-11-01,Labor,140,Arabica Harvesting,9.0,475.0,8.0,450.0,7875.0,Picking ,system
2025-11-01,Labor,232,Lent,2.0,475.0,6.0,450.0,3650.0,Lent to m. Valli glycil,system
2025-11-01,Other Expense,232,Lent,0.0,0.0,0.0,0.0,1040.0,Petrol mvalli glycil,system
2025-10-31,Labor,181,"Pepper Planting, Upkeep",4.0,450.0,0.0,0.0,1800.0,Pepper rounding ,system
2025-10-31,Labor,152,"Robusta Pruning, Handling",2.0,475.0,5.0,450.0,3200.0,Handling ,system
2025-10-31,Labor,140,Arabica Harvesting,10.0,475.0,8.0,450.0,8350.0,Picking ,system
2025-10-31,Labor,232,Lent,2.0,475.0,6.0,450.0,3650.0,To pgiri,system
2025-10-31,Other Expense,161,Robusta Processing & Drying,0.0,0.0,0.0,0.0,3800.0,Picking bags,system
2025-10-31,Other Expense,112,Vehicle Running & Maint,0.0,0.0,0.0,0.0,2225.0,Tractor hsd,system
2025-10-31,Other Expense,232,Lent,0.0,0.0,0.0,0.0,520.0,Petrol for pgiri spray,system
2025-10-30,Labor,140,Arabica Harvesting,9.0,475.0,7.0,450.0,7425.0,Picking ,system
2025-10-30,Labor,181,"Pepper Planting, Upkeep",1.0,475.0,5.0,450.0,2725.0,Pepper rounding ,system
2025-10-30,Labor,152,"Robusta Pruning, Handling",3.0,475.0,10.0,450.0,5925.0,Robusta handling ,system
2025-10-30,Other Expense,140,Arabica Harvesting,0.0,0.0,0.0,0.0,1900.0,From pgiri 4nos  picking ,system
2025-10-29,Labor,140,Arabica Harvesting,5.0,475.0,7.0,450.0,5525.0,Picking ,system
2025-10-29,Labor,181,"Pepper Planting, Upkeep",1.0,475.0,5.0,450.0,2725.0,Pepper rounding ,system
2025-10-29,Labor,152,"Robusta Pruning, Handling",10.0,450.0,0.0,0.0,4500.0,Handling,system
2025-10-29,Labor,152,"Robusta Pruning, Handling",8.0,475.0,0.0,0.0,3800.0,Pruning ,system
2025-10-29,Other Expense,152,"Robusta Pruning, Handling",0.0,0.0,0.0,0.0,1900.0,From pgiri 4 nos pruning ,system
2025-10-28,Labor,181,"Pepper Planting, Upkeep",1.0,475.0,5.0,450.0,2725.0,Pepper rounding ,system
2025-10-28,Labor,152,"Robusta Pruning, Handling",1.0,475.0,17.0,450.0,8125.0,Handling,system
2025-10-28,Labor,152,"Robusta Pruning, Handling",12.0,475.0,0.0,0.0,5700.0,Pruning ,system
2025-10-28,Other Expense,152,"Robusta Pruning, Handling",0.0,0.0,0.0,0.0,2375.0,From pgiri 5nos pruning ,system
2025-10-27,Labor,181,"Pepper Planting, Upkeep",5.0,450.0,0.0,0.0,2250.0,Pepper rounding ,system
2025-10-27,Labor,245,Organic Compost Manure,1.0,475.0,5.0,450.0,2725.0,Compost mixing ,system
2025-10-27,Labor,156,"Robusta Liming, Manuring",5.0,475.0,10.0,450.0,6875.0,Lime application ,system
2025-10-27,Labor,159,"Supplies Planting, Upkeep",8.0,475.0,1.0,450.0,4250.0,Robusta planting ,system
2025-10-27,Other Expense,152,"Robusta Pruning, Handling",0.0,0.0,0.0,0.0,1425.0,Robusta pruning from pgiri 3nos,system
2025-10-25,Labor,134,Arabica Shade Work,6.0,450.0,0.0,0.0,2700.0,Palvan,system
2025-10-25,Labor,245,Organic Compost Manure,1.0,475.0,5.0,450.0,2725.0,Compost mixing ,system
2025-10-25,Labor,156,"Robusta Liming, Manuring",4.0,475.0,10.0,450.0,6400.0,Lime application ,system
2025-10-25,Labor,159,"Supplies Planting, Upkeep",8.0,475.0,1.0,450.0,4250.0,Robusta planting ,system
2025-10-24,Labor,245,Organic Compost Manure,1.0,475.0,5.0,450.0,2725.0,Compost mixing ,system
2025-10-24,Labor,154,"Robusta Shade Temp, Perm.",6.0,450.0,0.0,0.0,2700.0,Palvan ,system
2025-10-24,Labor,152,"Robusta Pruning, Handling",3.0,475.0,6.0,450.0,4125.0,Handling ,system
2025-10-24,Labor,139,"Arabica Supplies, Upkeep",8.0,475.0,1.0,450.0,4250.0,Pitts and planting ,system
2025-10-24,Other Expense,112,Vehicle Running & Maint,0.0,0.0,0.0,0.0,1780.0,Tractor,system
2025-10-23,Labor,152,"Robusta Pruning, Handling",3.0,475.0,6.0,450.0,4125.0,Robusta handling ,system
2025-10-23,Labor,139,"Arabica Supplies, Upkeep",8.0,475.0,1.0,450.0,4250.0,arabica pitts and plantig,system
2025-10-23,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,10.0,450.0,4975.0,Palvan,system
2025-10-23,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,30114.0,Wraping cloth,system
2025-10-22,Labor,139,"Arabica Supplies, Upkeep",5.0,475.0,1.0,450.0,2825.0,Pitts and planting,system
2025-10-22,Labor,154,"Robusta Shade Temp, Perm.",10.0,450.0,0.0,0.0,4500.0,Palvan,system
2025-10-22,Labor,152,"Robusta Pruning, Handling",4.0,475.0,6.0,450.0,4600.0,Robusta handling ,system
2025-10-21,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,2.5,450.0,1600.0,Palvan,system
2025-10-21,Labor,156,"Robusta Liming, Manuring",7.0,475.0,10.0,450.0,7825.0,Lime,system
2025-10-21,Labor,133,Arabica Borer Tracing,2.0,475.0,3.0,450.0,2300.0,Borer wraping ,system
2025-10-20,Labor,156,"Robusta Liming, Manuring",5.0,475.0,10.0,450.0,6875.0,Lime,system
2025-10-20,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,4.0,450.0,2275.0,Palvan,system
2025-10-20,Labor,133,Arabica Borer Tracing,3.0,450.0,0.0,0.0,1350.0,Borer wraping ,system
2025-10-18,Labor,132,"Arabica Pruning, Handling",8.0,475.0,7.0,450.0,6950.0,Arabica handling complete ,system
2025-10-18,Labor,133,Arabica Borer Tracing,3.0,475.0,3.0,450.0,2775.0,Borer ,system
2025-10-18,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,8.0,450.0,4075.0,Palvan,system
2025-10-18,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos,system
2025-10-18,Other Expense,132,"Arabica Pruning, Handling",0.0,0.0,0.0,0.0,950.0,From pgiri 2nos,system
2025-10-17,Labor,137,Arabica Spraying,4.0,475.0,7.0,450.0,5050.0,Arabica spray ,system
2025-10-17,Labor,133,Arabica Borer Tracing,3.0,475.0,2.0,450.0,2325.0,Borer wraping ,system
2025-10-17,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,6.0,450.0,3175.0,Palvan,system
2025-10-17,Labor,132,"Arabica Pruning, Handling",6.0,475.0,1.0,450.0,3300.0,Arabica handling ,system
2025-10-17,Other Expense,555,Solar Fence,0.0,0.0,0.0,0.0,2150.0,Solar fence spray,system
2025-10-17,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,520.0,Robusta glycil ,system
2025-10-17,Other Expense,131,"Arabica Weeding, Trenching",0.0,0.0,0.0,0.0,520.0,Arabica glycil,system
2025-10-17,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,5538.0,Robusta glycil ,system
2025-10-17,Other Expense,137,Arabica Spraying,0.0,0.0,0.0,0.0,1352.0,Petrol arabica spray ,system
2025-10-17,Other Expense,131,"Arabica Weeding, Trenching",0.0,0.0,0.0,0.0,5538.0,Glycil,system
2025-10-17,Other Expense,132,"Arabica Pruning, Handling",0.0,0.0,0.0,0.0,475.0,From pgiri 1,system
2025-10-17,Other Expense,137,Arabica Spraying,0.0,0.0,0.0,0.0,475.0,Arabica spray ,system
2025-10-17,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos,system
2025-10-17,Other Expense,156,"Robusta Liming, Manuring",0.0,0.0,0.0,0.0,45000.0,Lime,system
2025-10-17,Other Expense,137,Arabica Spraying,0.0,0.0,0.0,0.0,23291.0,Arabica spray ,system
2025-10-17,Other Expense,113,Electricity,0.0,0.0,0.0,0.0,9796.0,Electric bill,system
2025-10-17,Other Expense,120,Water Supply,0.0,0.0,0.0,0.0,10498.0,Electric bill,system
2025-10-17,Other Expense,150,Drip line Maintenance,0.0,0.0,0.0,0.0,7421.0,Electric bill,system
2025-10-17,Other Expense,101,Salaries And Allowances,0.0,0.0,0.0,0.0,5363.0,Staff electric bill,system
2025-10-17,Other Expense,112,Vehicle Running & Maint,0.0,0.0,0.0,0.0,890.0,Tiller hsd,system
2025-10-16,Labor,137,Arabica Spraying,4.0,475.0,7.0,450.0,5050.0,Aranica spray,system
2025-10-16,Labor,133,Arabica Borer Tracing,3.0,475.0,2.0,450.0,2325.0,Borer and wrapping ,system
2025-10-16,Labor,151,Robusta Weeding,6.0,475.0,2.0,450.0,3750.0,Slash weeding ,system
2025-10-16,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,4.0,450.0,2275.0,Palvan shade,system
2025-10-16,Labor,555,Solar Fence,3.0,450.0,0.0,0.0,1350.0,Spray,system
2025-10-16,Other Expense,137,Arabica Spraying,0.0,0.0,0.0,0.0,475.0,From pgiri 1nos,system
2025-10-16,Other Expense,233,Capital Account,0.0,0.0,0.0,0.0,80000.0,Carpenter advance,system
2025-10-16,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,475.0,Slash weeding ,system
2025-10-16,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,Frm pgiri. 2nos,system
2025-10-15,Labor,133,Arabica Borer Tracing,3.0,475.0,2.0,450.0,2325.0,Borer and wraping ,system
2025-10-15,Labor,137,Arabica Spraying,4.0,475.0,7.0,450.0,5050.0,Arabica spray ,system
2025-10-15,Labor,151,Robusta Weeding,6.0,475.0,2.0,450.0,3750.0,Slash weeding ,system
2025-10-15,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,7.0,450.0,3625.0,Palvan shade,system
2025-10-15,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos ,system
2025-10-15,Other Expense,137,Arabica Spraying,0.0,0.0,0.0,0.0,475.0,From pgiri 1nos ,system
2025-10-15,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,475.0,From pgiri 1nos ,system
2025-10-14,Labor,151,Robusta Weeding,4.0,475.0,7.0,450.0,5050.0,Robusta glycil ,system
2025-10-14,Labor,133,Arabica Borer Tracing,3.0,475.0,2.0,450.0,2325.0,Borer and wraping ,system
2025-10-14,Labor,151,Robusta Weeding,6.0,475.0,2.0,450.0,3750.0,Slash weeding ,system
2025-10-14,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,6.0,450.0,3175.0,Palvan shade,system
2025-10-14,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos ,system
2025-10-14,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,475.0,From pgiri 1nos  glycil,system
2025-10-14,Other Expense,151,Robusta Weeding,0.0,0.0,0.0,0.0,475.0,From pgiri 1nos,system
2025-10-13,Labor,133,Arabica Borer Tracing,1.0,475.0,2.0,450.0,1375.0,Borer and wraping ,system
2025-10-13,Labor,151,Robusta Weeding,5.0,475.0,1.0,450.0,2825.0,Slash weeding ,system
2025-10-13,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,4.0,450.0,2275.0,Palvan ,system
2025-10-13,Labor,131,"Arabica Weeding, Trenching",3.0,475.0,7.0,450.0,4575.0,Arabica glycil,system
2025-10-13,Other Expense,131,"Arabica Weeding, Trenching",0.0,0.0,0.0,0.0,950.0,From pgiri 2nos ,system
2025-10-13,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos ,system
2025-10-11,Labor,133,Arabica Borer Tracing,4.0,475.0,2.0,450.0,2800.0,Borer and wraping ,system
2025-10-11,Labor,151,Robusta Weeding,3.0,475.0,1.0,450.0,1875.0,Slash weeding ,system
2025-10-11,Labor,156,"Robusta Liming, Manuring",5.0,475.0,6.0,450.0,5075.0,Lime application ,system
2025-10-11,Labor,154,"Robusta Shade Temp, Perm.",1.0,475.0,1.0,450.0,925.0,Palvan ,system
2025-10-11,Labor,232,Lent,4.0,450.0,0.0,0.0,1800.0,To pgiri,system
2025-10-11,Other Expense,133,Arabica Borer Tracing,0.0,0.0,0.0,0.0,950.0,From pgiri 2nos,system
2025-10-11,Other Expense,156,"Robusta Liming, Manuring",0.0,0.0,0.0,0.0,1425.0,From pgiri 3nos ,system
2025-10-10,Labor,133,Arabica Borer Tracing,4.0,475.0,2.0,450.0,2800.0,Borer and wraping ,system
2025-10-10,Labor,151,Robusta Weeding,3.0,475.0,1.0,450.0,1875.0,Slash weeding ,system
2025-10-10,Labor,156,"Robusta Liming, Manuring",6.0,475.0,6.0,450.0,5550.0,Lime application ,system
2025-10-10,Labor,232,Lent,1.0,475.0,8.0,450.0,4075.0,Lent to pgiri,system
2025-10-10,Other Expense,156,"Robusta Liming, Manuring",0.0,0.0,0.0,0.0,1425.0,From pgiri 3nos,system
2025-10-10,Other Expense,122,Miscellaneous,0.0,0.0,0.0,0.0,25.0,aadjustment,system
2025-10-10,Other Expense,112,Vehicle Running & Maint,0.0,0.0,0.0,0.0,1780.0,Tractor,system
